Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
975	90,6	975	18
976	90,8	976	18
977	90,8	977	18
978	90,9	978	19
979	90,9	979	19
980	91	980	19
981	91	981	19
982	91,1	982	20
983	91,1	983	20
984	91,3	984	20
985	91,4	985	20
986	91,4	986	19
987	91,5	987	19
988	91,5	988	20
989	91,5	989	21
990	91,6	990	21
991	91,6	991	20
992	91,8	992	20
993	91,9	993	21
994	91,9	994	21
995	92	995	22
996	92	996	21
997	92	997	21
998	92,1	998	22
999	92,3	999	22
1000	92,3	1000	23
1001	92,4	1001	22
1002	92,5	1002	22
1003	92,5	1003	22
1004	92,6	1004	23
1005	92,6	1005	23
1006	92,8	1006	22
1007	92,9	1007	23
1008	93	1008	23
1009	93	1009	23
1010	93	1010	23
1011	93,1	1011	23
1012	93,1	1012	23
1013	93,3	1013	24
1014	93,4	1014	24
1015	93,5	1015	25
1016	93,5	1016	25
1017	93,5	1017	25
1018	93,6	1018	25
1019	93,8	1019	24
1020	93,9	1020	25
1021	94	1021	25
1022	94	1022	25
1023	94	1023	26
1024	94,1	1024	26
1025	94,1	1025	26
1026	94,3	1026	25
1027	94,4	1027	26
1028	94,4	1028	26
1029	94,5	1029	26
1030	94,5	1030	27
1031	94,5	1031	27
1032	94,6	1032	27
1033	94,8	1033	28
1034	94,8	1034	28
1035	94,9	1035	28
1036	94,9	1036	29
1037	95	1037	28
1038	95	1038	28
1039	95	1039	28
1040	95,1	1040	28
1041	95,1	1041	28
1042	95,3	1042	29
1043	95,4	1043	29
1044	95,5	1044	29
1045	95,5	1045	29
1046	95,5	1046	29
1047	95,6	1047	29
1048	95,8	1048	29
1049	95,8	1049	30
1050	95,9	1050	30
1051	96	1051	29
1052	96	1052	29
1053	96	1053	31
1054	96,1	1054	31
1055	96,3	1055	31
1056	96,3	1056	31
1057	96,4	1057	31
1058	96,5	1058	30
1059	96,5	1059	31
1060	96,5	1060	32
1061	96,5	1061	32
1062	96,6	1062	32
1063	96,8	1063	32
1064	96,8	1064	32
1065	96,9	1065	33
1066	96,9	1066	33
1067	97	1067	33
1068	97	1068	33
1069	97	1069	33
1070	97,1	1070	33
1071	97,1	1071	33
1072	97,3	1072	33
1073	97,3	1073	34
1074	97,4	1074	34
1075	97,5	1075	35
1076	97,5	1076	34
1077	97,5	1077	35
1078	97,6	1078	35
1079	97,8	1079	35
1080	97,8	1080	35
1081	97,9	1081	35
1082	98	1082	35
1083	98	1083	36
1084	98	1084	36
1085	98,1	1085	35
1086	98,3	1086	35
1087	98,3	1087	36
1088	98,4	1088	36
1089	98,5	1089	36
1090	98,5	1090	36
1091	98,6	1091	38
1092	98,6	1092	38
1093	98,8	1093	38
1094	98,9	1094	38
1095	98,9	1095	38
1096	99	1096	37
1097	99	1097	38
1098	99	1098	38
1099	99,1	1099	38
1100	99,1	1100	39
1101	99,3	1101	40
1102	99,4	1102	39
1103	99,5	1103	39
1104	99,5	1104	39
1105	99,5	1105	39
1106	99,6	1106	40
1107	99,6	1107	40
1108	99,8	1108	40
1109	99,8	1109	40
1110	99,9	1110	41
1111	100	1111	40
1112	100	1112	40
1113	100	1113	41
1114	100,1	1114	41
1115	100,1	1115	42
1116	100,3	1116	42
1117	100,4	1117	42
1118	100,5	1118	42
1119	100,5	1119	42
1120	100,5	1120	42
1121	100,5	1121	42
1122	100,8	1122	42
1123	100,8	1123	43
1124	100,9	1124	44
1125	101	1125	43
1126	101	1126	44
1127	101	1127	44
1128	101,1	1128	44
1129	101,3	1129	44
1130	101,4	1130	44
1131	101,5	1131	45
1132	101,5	1132	45
1133	101,5	1133	45
1134	101,5	1134	45
1135	101,6	1135	45
1136	101,8	1136	46
1137	101,8	1137	46
1138	101,9	1138	46
1139	101,9	1139	46
1140	102	1140	47
1141	102	1141	47
1142	102	1142	47
1143	102	1143	47
1144	102,1	1144	47
1145	102,1	1145	47
1146	102,3	1146	48
1147	102,3	1147	48
1148	102,4	1148	48
1149	102,4	1149	49
1150	102,5	1150	48
1151	102,5	1151	49
1152	102,5	1152	49
1153	102,6	1153	48
1154	102,8	1154	48
1155	102,8	1155	49
1156	102,9	1156	49
1157	103	1157	50
1158	103	1158	50
1159	103	1159	51
1160	103,1	1160	52
1161	103,1	1161	51
1162	103,3	1162	51
1163	103,3	1163	52
1164	103,4	1164	52
1165	103,5	1165	52
1166	103,5	1166	52
1167	103,5	1167	51
1168	103,5	1168	52
1169	103,6	1169	52
1170	103,8	1170	53
1171	103,8	1171	52
1172	103,9	1172	52
1173	103,9	1173	52
1174	104	1174	52
1175	104	1175	53
1176	104	1176	54
1177	104	1177	54
1178	104,1	1178	54
1179	104,3	1179	54
1180	104,3	1180	54
1181	104,4	1181	55
1182	104,4	1182	55
1183	104,5	1183	55
1184	104,5	1184	55
1185	104,5	1185	55
1186	104,6	1186	56
1187	104,8	1187	56
1188	104,8	1188	56
1189	104,9	1189	57
1190	105	1190	56
1191	105	1191	57
1192	105	1192	57
1193	105,1	1193	57
1194	105,3	1194	57
1195	105,4	1195	57
1196	105,5	1196	58
1197	105,5	1197	58
1198	105,5	1198	58
1199	105,6	1199	58
1200	105,6	1200	58
1201	105,8	1201	58
1202	105,8	1202	59
1203	105,9	1203	59
1204	105,9	1204	60
1205	106	1205	59
